paper_title,author_names,year,publication_venue,index
w3qs a queri system for the worldwid web,"david konopnicki, oded shmueli",1995,vldb,53e9aa16b7602d97033854d4
an interpol volum data model,"tianqiu wang, simone santini, amarnath gupta",2003,vldb,53e9ab4fb7602d97034df792
integr data manag for mobil servic in the real world,"christian hage, christian s. jensen, torben bach pedersen, laurynas speicys, igor timko",2003,vldb,53e9a3a5b7602d9702cb4c0c
ambientdb complex queri process for p2p network,caspar treijtel,2003,vldb phd workshop,53e99c19b7602d97024c579e
a nanotechnologyba approach to data storag,"evangelos eleftheriou, peter bächtold, giovanni cherubini, ajay dholakia, christoph hagleitner, t. loeliger, aggeliki pantazi, haralampos pozidis, t. r. albrecht, gerd karl binnig, michel despont, ute drechsler, urs dürig, bernd gotsmann, daniel jubin, walter häberle, mark a. lantz, hugo e. rothuizen, richard stutz, peter vettiger, dorothea wiesmann",2003,vldb,53e9ab32b7602d97034bc87f
schema and databa evolut in the o2 object databa system,"fabrizio ferrandina, thorsten meyer, roberto zicari, guy ferran, joëlle madec",1995,vldb,53e9adfeb7602d970380564e
aqua a fast deci support system use approxim queri answer,"swarup acharya, phillip b. gibbons, viswanath poosala",1999,vldb,53e9b137b7602d9703bb69d8
select estim without the attribut valu independ assumpt,"viswanath poosala, yannis e. ioannidis",1997,vldb,53e9ba69b7602d9704687880
alia an activ learn led interact dedupl system,"sunita sarawagi, anuradha bhamidipaty, alok kirpal, chandra mouli",2002,vldb,53e9ae69b7602d970388616d
architectur of oracl parallel server,"roger bamford, d. butler, boris klots, n. macnaughton",1998,vldb,53e9ab31b7602d97034bad80
the zerodelay data wareh mobil heterogen databa,eva kühn,2003,vldb,53e9b070b7602d9703ad5245
chicago a test and evalu environ for coarsegrain optim,"tobias kraft, holger schwarz",2004,vldb,53e9acefb7602d97036cc3aa
integr heterogen overlap databa through objectori transform,"vanja josifovski, tore risch",1999,vldb,53e99d65b7602d970262044d
type classif of semistructur document,"markus tresch, neal palmer, allen luniewski",1995,vldb,53e9b381b7602d9703e63e4d
shoot star in the sky an onlin algorithm for skylin queri,"donald kossmann, frank ramsak, steffen rost",2002,vldb,53e9bddbb7602d9704a89971
enabl endus to construct datainten websit from xml repositori an exampleba approach,"atsuyuki morishima, seiichi koizumi, hiroyuki kitagawa, satoshi takano",2001,vldb,53e9ab32b7602d97034bef0b
work and inform practic in the scienc of biodiv,geoffrey c. bowker,2000,vldb,53e9a40eb7602d9702d2c1fa
the continu saga of dbir integr,"ricardo a. baeza-yates, mariano p. consens",2004,vldb,53e9a238b7602d9702b3f983
vertic data migrat in larg nearlin document archiv base on markovchain predict,"achim kraiss, gerhard weikum",1997,vldb,53e9a8dbb7602d970322a19e
comput iceberg queri effici,"min fang, narayanan shivakumar, hector garcia-molina, rajeev motwani, jeffrey d. ullman",1998,vldb,53e999ffb7602d9702247e35
et tu xml the downfal of the relat empir abstract,philip wadler,2001,vldb,53e9a92ab7602d9703278b75
is websit manag a databa problem,"daniela florescu, alon y. levy, dan suciu",1998,vldb,53e9a576b7602d9702e9fa27
materi view select in a multidimens databa,"elena baralis, stefano paraboschi, ernest teniente",1997,vldb,53e99938b7602d9702177541
place a queri processor for handl realtim spatiotempor data stream,"mohamed f. mokbel, xiaopeng xiong, walid g. aref, susanne e. hambrusch, sunil prabhakar, moustafa a. hammad",2004,vldb,53e9b641b7602d97041a0ead
the databa group at univ of hagen fernuniversitaet,"gunter schlageter, thomas berkel, eberhard heuel, silke mittrach, andreas scherer, wolfgang wilkes",1995,sigmod record,53e9b365b7602d9703e48e19
exploit main memori dbms featur to improv realtim concurr control protocol,"özgür ulusoy, alejandro p. buchmann",1996,sigmod record,53e9abdab7602d9703592eb5
gio wiederhold speak out on move into academia in midcar how to be an effect consult whi you should be a program manag as a fund agenc the need for ontolog algebra and simul and more,marianne winslett,2001,sigmod record,53e9a97bb7602d97032d411e
componentba ecommerc ass of current practic and futur direct,"martin bichler, arie segev, j. leon zhao",1998,sigmod record,53e9aa5cb7602d97033ce572
report on the edbt02 panel on scientif data integr,"omar boucelma, silvana castano, carole a. goble, vanja josifovski, zoé lacroix, bertram ludäscher",2002,sigmod record,53e9b213b7602d9703cab314
toward an ontologyenhanc inform filter agent,kwang mong sim,2004,sigmod record,53e9b732b7602d97042cd238
enhanc nearest neighbour search on the rtree,"king lum cheung, ada wai-chee fu",1998,sigmod record,53e9b0abb7602d9703b1978b
peertop research at stanford,"mayank bawa, brian f. cooper, arturo crespo, neil daswani, prasanna ganesan, hector garcia-molina, sepandar d. kamvar, sergio marti, mario t. schlosser, qi sun, patrick vinograd, beverly yang",2003,sigmod record,53e99d28b7602d97025dabf7
xml and inform retriev a sigir 2000 workshop,"david carmel, yoëlle s. maarek, aya soffer",2001,sigmod record,53e9abc5b7602d9703578ecd
appli databa visual to the world wide web,"masum z. hasan, alberto o. mendelzon, dimitra vista",1996,sigmod record,53e9b594b7602d97040da65c
an overview of data wareh and olap technolog,"surajit chaudhuri, umeshwar dayal",1997,sigmod record,53e9bb72b7602d97047b70c0
sigmod program review,richard t. snodgrass,2000,sigmod record,53e9981db7602d970203e320
a framework for semant gossip,"karl aberer, philippe cudré-mauroux, manfred hauswirth",2002,sigmod record,53e9ab07b7602d970348e012
data mine concept and techniqu book review,"fernando berzal galiano, nicolás marín",2002,sigmod record,53e9bd59b7602d97049f000f
data and knowledg base research at hong kong univ of scienc and technolog,"pamela drew, babak hamidzadeh, kamalakar karlapalem, alex chia-yee kean, dik lun lee, qing li, frederick h. lochovsky, chung-dak shum, beat wüthrich",1995,sigmod record,53e9a366b7602d9702c710cd
sensor the atom comput particl,vijay kumar,2003,sigmod record,53e9b550b7602d970408948c
btree page size when cach is consid,david b. lomet,1998,sigmod record,53e9b701b7602d970429a32c
dimac summer school tutori on new frontier in data mine,"dimitrios gunopulos, nick koudas",2001,sigmod record,53e9baf6b7602d97047284ad
manag and analyz carbohydr data,"kiyoko f. aoki, nobuhisa ueda, atsuko yamaguchi, tatsuya akutsu, minoru kanehisa, hiroshi mamitsuka",2004,sigmod record,53e9af46b7602d9703986ab6
report on xewa00 the xml enabl widearea search for bioinformat workshop,terence critchlow,2001,sigmod record,53e9b9b4b7602d97045aa66b
guest editor introduct,asuman dogac,2002,sigmod record,53e99aacb7602d9702325e7d
editor note,michael j. franklin,2000,sigmod record,53e99800b7602d970200b603
editor note,ling liu,2003,sigmod record,53e99800b7602d970200b604
semant interop in global inform system a brief introduct to the research area and the special section,"aris m. ouksel, amit p. sheth",1999,sigmod record,53e9bddbb7602d9704a89963
chair messag,richard t. snodgrass,1999,sigmod record,53e99809b7602d970201f956
david dewitt speak out,marianne winslett,2002,sigmod record,53e99a04b7602d9702250b2d
wrap web data into xml,"wei han, david buttler, calton pu",2001,sigmod record,53e9b2d2b7602d9703d82c8d
conceptu model and specif generat for b2b busi process base on ebxml,hyoungdo kim,2002,sigmod record,53e9a01fb7602d97029056d6
report on ngits99 the 4th intern workshop on next generat inform technolog and system,opher etzion,1999,sigmod record,53e9b6a2b7602d97042174ec
a pictori queri languag for queri geograph databa use posit and olap oper,"elaheh pourabbas, maurizio rafanelli",2002,sigmod record,53e9b565b7602d970409d6df
chair messag,richard t. snodgrass,2000,sigmod record,53e99809b7602d970201f8e3
florida intern univ high perform databa research center,"naphtali rishe, wei sun 0002, david barton, yi deng, cyril u. orji, michael alexopoulos, leonard loureiro, carlos ordonez 0002, mario sanchez, artyom shaposhnikov",1995,sigmod record,53e99be3b7602d970248e2e6
fundament of data wareh 2nd revi and extend edit,vernon hoffner,2003,sigmod record,53e9a914b7602d9703263a5f
an annot bibliographi of benchmark for object databa,akmal b. chaudhri,1995,sigmod record,53e99d21b7602d97025d4bcd
krdb 98 the 5th intern workshop on knowledg repres meet databa,"alexander borgida, vinay k. chaudhri, martin staudt",1998,sigmod record,53e9a049b7602d970292d69c
a general techniqu for queri xml document use a relat databa system,"jayavel shanmugasundaram, eugene j. shekita, jerry kiernan, rajasekar krishnamurthy, stratis viglas, jeffrey f. naughton, igor tatarinov",2001,sigmod record,53e9a57db7602d9702ea7df6
editor note,michael j. franklin,1997,sigmod record,53e99800b7602d970200b5fd
introduct to constraint databa book review,bart kuijpers,2002,sigmod record,53e9b91eb7602d9704506aaf
on view and xml,serge abiteboul,1999,sigmod record,53e99b21b7602d97023b7d64
the design and perform evalu of altern xml storag strategi,"feng tian, david j. dewitt, jianjun chen 0001, chun zhang",2002,sigmod record,53e9b495b7602d9703f9b093
editor note,ling liu,2001,sigmod record,53e99800b7602d970200b603
tempor databa system implement,michael h. böhlen,1995,sigmod record,53e99addb7602d9702363885
an environ sensor network to determin drink water qualiti and secur,"anastassia ailamaki, christos faloutsos, paul s. fischbeck, mitchell j. small, jeanne m. vanbriesen",2003,sigmod record,53e9bb8db7602d97047d677b
emerg semant and the multimedia semant web,"william i. grosky, d. v. sreenath, farshad fotouhi",2002,sigmod record,53e9b88ab7602d970445a56b
move up the food chain support ecommerc applic on databa,anant jhingran,2000,sigmod record,53e9a0f3b7602d97029db9e5
hodfa an architectur framework for homogen heterogen legaci databa,"kamalakar karlapalem, qing li, chung-dak shum",1995,sigmod record,53e9b4bfb7602d9703fdb00f
reminisc on influenti paper,"richard t. snodgrass, laura m. haas, alberto o. mendelzon, z. meral özsoyoglu, jan paredaens, krithi ramamritham, nick roussopoulos, jennifer widom, philip s. yu",1998,sigmod record,53e99b0ab7602d970239c217
editor note,ling liu,2004,sigmod record,53e99800b7602d970200b601
report on fqas 2002 fifth intern confer on flexibl queri answer system,"amihai motro, troels andreasen",2003,sigmod record,53e99eaeb7602d970277811f
workflow histori manag,"pinar koksal, sena nural arpinar, asuman dogac",1998,sigmod record,53e9984bb7602d970207a805
report on the first intern workshop an effici webba inform system,"zoé lacroix, omar boucelma",2003,sigmod record,53e9b30ab7602d9703dd0754
interview with pat sele,marianne winslett,2003,sigmod record,53e99aa6b7602d970231eaf7
adam a testb for explor the use of data mine in intrus detect,"daniel barbará, julia couto, sushil jajodia, ningning wu",2001,sigmod record,53e99e04b7602d97026c6306
book review databa tune principl experi and troubleshoot techniqu by denni shasha and philipp bonnet,nancy hartline bercich,2004,sigmod record,53e99cc1b7602d9702573d7d
editor note,jennifer widom,1996,sigmod record,53e99800b7602d970200b61b
advanc in sqlxml,"andrew eisenberg, jim melton",2004,sigmod record,53e99a49b7602d97022acf07
analysi of sigmod coauthorship graph,"mario a. nascimento, jörg sander, jeffrey pound",2003,sigmod record,53e9afdab7602d9703a2b275
chair messag,m. tamer özsu,2002,sigmod record,53e99809b7602d970201f8e7
databa research achiev and opportun into the 21st centuri,"abraham silberschatz, michael stonebraker, jeffrey d. ullman",1996,sigmod record,53e9bb01b7602d9704736aa3
too much middlewar,michael stonebraker,2002,sigmod record,53e9984fb7602d970208794b
assert belief in mls relat model,"nenad jukic, susan v. vrbsky",1997,sigmod record,53e9a22cb7602d9702b32326
sqlcli a new bind style for sql,"murali venkatrao, michael pizzo",1995,sigmod record,53e9bc87b7602d97049067f2
review of spatial databa with applic to gis by philipp rigaux michel scholl and agn voisard morgan kaufmann 2002,nancy wiegand,2003,sigmod record,53e99c4bb7602d97024f9a71
databa research at the univ of illinoi at urbanachampaign,"marianne winslett, kevin chen-chuan chang, anhai doan, jiawei han, chengxiang zhai, yuanyuan zhou",2002,sigmod record,53e9aa02b7602d970336f83b
replic db2 oracl or syba,doug stacey,1995,sigmod record,53e9adcdb7602d97037d6798
lifestream a storag model for person data,"eric freeman, david gelernter",1996,sigmod record,53e9b666b7602d97041c780c
on multiresolut document transmiss in mobil web,"stanley m. t. yau, hong va leong, dennis mcleod, antonio si",1999,sigmod record,53e9aaecb7602d970346cf2a
the cougar approach to innetwork queri process in sensor network,"yong yao, johannes gehrke",2002,sigmod record,53e9ba6ab7602d970468d255
report on the workshop on metadata manag in grid and peertop system london decemb 16 2003,"kevin keenoy, alexandra poulovassilis, vassilis christophides, george loizou, giorgos kokkinidis, george samaras, nicolas spyratos",2004,sigmod record,53e9a627b7602d9702f57d83
whi deci support fail and how to fix it,"ralph kimball, kevin strehlo",1995,sigmod record,53e99beab7602d9702491f3b
tod special issu,richard t. snodgrass,2004,sigmod record,53e9984fb7602d9702084ef1
time manag for new faculti,"anastassia ailamaki, johannes gehrke",2003,sigmod record,53e9b572b7602d97040ab2e0
redesign distanc function and distanceba applic for high dimens data,charu c. aggarwal,2001,sigmod record,53e99cc2b7602d9702578f47
a studi on data point search for hgtree,"joseph k. p. kuan, paul h. lewis",1999,sigmod record,53e9bafbb7602d97047300c0
semant integr workshop at the 2nd intern semant web confer iswc2003,"anhai doan, alon y. halevy, natalya fridman noy",2004,sigmod record,53e9a869b7602d97031b4e84
spatial oper,"eliseo clementini, paolino di felice",2000,sigmod record,53e997c2b7602d9701fafd6b
quasar qualiti awar sen architectur,"iosif lazaridis, qi han, xingbo yu, sharad mehrotra, nalini venkatasubramanian, dmitri v. kalashnikov, weiwen yang",2004,sigmod record,53e9ad04b7602d97036e08d1
interview with jim gray,marianne winslett,2003,sigmod record,53e99aa6b7602d970231e863
mqseri and cic link for lotus note,unamed,1996,sigmod record,53e9af33b7602d970396e6ca
shutdown budget and fund,xiaolei qian,1996,sigmod record,53e99b1bb7602d97023b1913
a consum viewpoint on mediat languag a propo for a standard,"arnon rosenthal, eric hughes, scott renner, leonard j. seligman",1997,sigmod record,53e99e93b7602d9702759158
learn about data integr challeng from day one,alon y. halevy,2003,sigmod record,53e9b78ab7602d97043303cf
t2 a customiz parallel databa for multidimens data,"chialin chang, anurag acharya, alan sussman, joel h. saltz",1998,sigmod record,53e9a27ab7602d9702b7fc2f
careerenhanc servic at sigmod onlin,"alexandros labrinidis, alberto o. mendelzon",2001,sigmod record,53e9a317b7602d9702c230ca
editor note,ling liu,2002,sigmod record,53e99800b7602d970200b603
chair messag,m. tamer özsu,2001,sigmod record,53e99809b7602d970201f952
report on the dagstuhl seminar data qualiti on the web,"michael gertz, m. tamer özsu, gunter saake, kai-uwe sattler",2004,sigmod record,53e9a263b7602d9702b67c26
guidelin for present and comparison of index techniqu,"justin zobel, alistair moffat, kotagiri ramamohanarao",1996,sigmod record,53e99e5bb7602d9702722274
report on the semant web workshop at www 2002,"martin r. frank, natalya fridman noy, steffen staab",2002,sigmod record,53e99ea0b7602d9702766094
foreword manag of semistructur data,dan suciu,1997,sigmod record,53e9a7e3b7602d9703122916
semant interop in inform servic experienc with coopwar,avigdor gal,1999,sigmod record,53e9a0d9b7602d97029c5404
report on the 4th intern confer on mobil data manag,"panos k. chrysanthis, morris sloman, arkady b. zaslavsky",2003,sigmod record,53e9a22cb7602d9702b3322e
tsql2 tempor queri languag tsql2 and sql3 interact copi of ftpftpcsarizonaedutsqltsql2,richard t. snodgrass,2001,acm sigmod antholog,53e9ba33b7602d9704643f51
foreword to the silver edit,"richard t. snodgrass, m. tamer özsu",2001,acm sigmod antholog,53e9a7d5b7602d9703113bf6
multic relat data store mrds,"james a. weeldreyer, oris friesen",2001,acm sigmod antholog,53e9b029b7602d9703a851b0
gexec geolog data handl system,stephen henley,2001,acm sigmod antholog,53e9bc31b7602d97048a043a
foreword to volum 1,richard t. snodgrass,1999,acm sigmod antholog,53e99ab2b7602d970232d097
sigmod chair messag,richard t. snodgrass,2000,acm sigmod antholog,53e99b1bb7602d97023b37b0
editor messag,michael ley,2000,acm sigmod antholog,53e99800b7602d970200d7e1
busi system 12,hugh darwen,2001,acm sigmod antholog,53e997e9b7602d9701fe4373
where is busi intellig take today databa system,"william o'connell, andrew witkowski, ramesh bhashyam, surajit chaudhuri",2004,vldb,53e9989bb7602d97020d1335
the oracl wareh,gary hallmark,1995,vldb,53e99853b7602d97020893ee
the fittest surviv an adapt approach to queri optim,"hongjun lu, kian-lee tan, son dao",1995,vldb,53e9a408b7602d9702d1f790
mine frequent itemset use support constraint,"ke wang, yu he, jiawei han",2000,vldb,53e9a57db7602d9702ea96d6
data mine in the bioinformat domain,shalom tsur,2000,vldb,53e9b32bb7602d9703dfcb36
mapinfo spatialwar a spatial inform server for rdbms,chebel mina,1998,vldb,53e9a914b7602d9703266540
toto were not in kansa anymor on transit from research to the real invit industri talk,michael j. carey,2000,vldb,53e9a343b7602d9702c4a52f
semant integr of environ model for applic to global inform system and decisionmak,d. scott mackay,1999,sigmod record,53e99e7fb7602d9702741767
report on the acm fourth intern workshop on data wareh and olap dolap 2001,joachim hammer,2002,sigmod record,53e99ccab7602d970257c485
identifi similar period and burst for onlin search queri,"michail vlachos, christopher meek, zografoula vagena, dimitrios gunopulos",2004,sigmod confer,53e9af0cb7602d9703940b40
rondo a program platform for generic model manag,"sergey melnik, erhard rahm, philip a. bernstein",2003,sigmod confer,53e9bdfdb7602d9704aad552
inform share across privat databa,"rakesh agrawal, alexandre v. evfimievski, ramakrishnan srikant",2003,sigmod confer,53e9a946b7602d970329b029
xl a platform for web servic,"daniela florescu, andreas grünhagen, donald kossmann, steffen rost",2002,sigmod confer,53e9b4a5b7602d9703fb12e1
toward knowledgeba digit librari,"ling feng, manfred a. jeusfeld, jeroen hoppenbrouwers",2001,sigmod record,53e9b565b7602d97040a13bb
sql and manag of extern data,"jim melton, jan-eike michels, vanja josifovski, krishna g. kulkarni, peter m. schwarz, kathy zeidenstein",2001,sigmod record,53e9a07ab7602d9702963797
pier an effici model for similar search in dna sequenc databa,"xia cao, shuai cheng li, beng chin ooi, anthony k. h. tung",2004,sigmod record,53e99938b7602d9702179229
advanc in databa and inform system adbi,"albertas caplinskas, johann eder, olegas vasilecas",2002,sigmod record,53e9ab5ab7602d97034f043a
standard for databa on the grid,"susan malaika, andrew eisenberg, jim melton",2003,sigmod record,53e9b79fb7602d9704348bdc
unbundl activ function,"stella gatziu, arne koschel, günter von bültzingsloewen, hans fritschi",1998,sigmod record,53e9984fb7602d97020823cf
interview with phil bernstein,marianne winslett,2004,sigmod record,53e99aa6b7602d970231eb46
sql 2003 has been publish,"andrew eisenberg, jim melton, krishna g. kulkarni, jan-eike michels, fred zemke",2004,sigmod record,53e9acfdb7602d97036d9e4c
chair messag,m. tamer özsu,2004,sigmod record,53e99809b7602d970201f928
treasur messag,joachim hammer,2000,sigmod record,53e9984fb7602d970208515b
domain relat and religi war,rafael camps,1996,sigmod record,53e9abb2b7602d9703562b90
mediat languag a propo for a standard,"peter buneman, louiqa raschid, jeffrey d. ullman",1997,sigmod record,53e9b95bb7602d9704544971
book review column,karl aberer,2003,sigmod record,53e997e9b7602d9701fe4527
intellig access to heterogen inform sourc report on the 4th workshop on knowledg repres meet databa,"franz baader, manfred a. jeusfeld, werner nutt",1997,sigmod record,53e99931b7602d97021720a2
editor note,jennifer widom,1995,sigmod record,53e99800b7602d970200b618
structur databa on the web observ and implic,"kevin chen-chuan chang, bin he, chengkai li, mitesh patel, zhen zhang",2004,sigmod record,53e9a958b7602d97032aef11
the xml typecheck problem,dan suciu,2002,sigmod record,53e99af2b7602d970237e0d4
a denot semant for continu queri over stream and relat,"arvind arasu, jennifer widom",2004,sigmod record,53e99d7ab7602d970263389b
from the guest editor special section on data manag issu in mobil comput,"margaret h. dunham, abdelsalam helal",1995,sigmod record,53e9a67cb7602d9702fb0492
civedi a custom virtual environ for databa interact,"pietro mazzoleni, elisa bertino, elena ferrari, stefano valtolina",2004,sigmod record,53e9a55cb7602d9702e84b64
toward network data independ,joseph m. hellerstein,2003,sigmod record,53e99aecb7602d9702373ecd
an overview and classif of mediat queri system,"ruxandra domenig, klaus r. dittrich",1999,sigmod record,53e9aa6eb7602d97033e467d
an evalu of xml index for structur join,"hanyu li, mong-li lee, wynne hsu, chao chen",2004,sigmod record,53e9a635b7602d9702f636c2
acm tod in this internet age,richard t. snodgrass,2003,sigmod record,53e9ba90b7602d97046b8c5c
tod review,richard t. snodgrass,2003,sigmod record,53e997bdb7602d9701fa8a78
data miningba intrus detector an overview of the columbia id project,"salvatore j. stolfo, wenke lee, philip k. chan, wei fan, eleazar eskin",2001,sigmod record,53e9987db7602d97020b8d3e
small world the dynam of network between order and random book review,jie wu 0012,2002,sigmod record,53e9a217b7602d9702b1d9d0
dbglobe a serviceori p2p system for global comput,"evaggelia pitoura, serge abiteboul, dieter pfoser, george samaras, michalis vazirgiannis",2003,sigmod record,53e9b79fb7602d970434728a
treasur messag,joachim hammer,2003,sigmod record,53e9984fb7602d970208515b
a readon transact anomali under snapshot isol,"alan fekete, elizabeth j. o'neil, patrick e. o'neil",2004,sigmod record,53e9a6bcb7602d9702ff26e4
electron market the roadmap for univ librari and member to surviv in the inform jungl,"michael christoffel, sebastian pulkowski, bethina schmitt, peter c. lockemann",1998,sigmod record,53e9af61b7602d97039a1592
statist gridba cluster over data stream,"nam hun park, won suk lee",2004,sigmod record,53e9bc2cb7602d9704897121
a vision of manag of complex model,"philip a. bernstein, alon y. halevy, rachel pottinger",2000,sigmod record,53e9b56cb7602d97040a7c9a
the ecoba project databa and web technolog for environ inform system,"asterio k. tanaka, patrick valduriez",2001,sigmod record,53e9a63eb7602d9702f6e8b9
life scienc research and data manag,amarnath gupta,2004,sigmod record,53e99c19b7602d97024c482a
the middlewar muddl,david ritter,1998,sigmod record,53e9984fb7602d9702087949
a framework for provid consist and recov agentba access to heterogen in mobil databa,"evaggelia pitoura, bharat k. bhargava",1995,sigmod record,53e99be3b7602d970248eb0d
editor note,jennifer widom,1996,sigmod record,53e99800b7602d970200b61b
interview dure a tight job market,"qiong luo, zachary g. ives",2002,sigmod record,53e9ae5cb7602d970387a189
report on the first intern confer on ontolog databa and applic of semant,karl aberer,2003,sigmod record,53e9a051b7602d97029361aa
adept an agentba approach to busi process manag,"nicholas r. jennings, timothy j. norman, peyman faratin",1998,sigmod record,53e9b4bfb7602d9703fd4b36
on databa theori and xml,dan suciu,2001,sigmod record,53e9ae04b7602d970380f456
a case for intellig disk idisk,"kimberly keeton, david a. patterson, joseph m. hellerstein",1998,sigmod record,53e9a099b7602d9702983634
develop at acm tod,richard t. snodgrass,2004,sigmod record,53e99a04b7602d970225310f
sigmod sister societi,"stefano ceri, leonid a. kalinichenko, masaru kitsuregawa, hongjun lu, z. meral özsoyoglu, richard t. snodgrass, victor vianu",2000,sigmod record,53e99822b7602d9702043510
a distribut scientif data archiv use the web xml and sqlmed,"mark papiani, jasmin l. wason, alistair n. dunlop, denis a. nicole",1999,sigmod record,53e99ed2b7602d970279f3e8
generat dynam content at databaseback web server cgibin vs modperl,"alexandros labrinidis, nick roussopoulos",2000,sigmod record,53e9b310b7602d9703dd84b6
databa manag for life scienc research,"h. v. jagadish, frank olken",2004,sigmod record,53e9b33eb7602d9703e145a9
xml document version,"shu-yao chien, vassilis j. tsotras, carlo zaniolo",2001,sigmod record,53e99846b7602d9702077b3d
biofast challeng in explor link life scienc sourc,"jens bleiholder, zoé lacroix, hyma murthy, felix naumann, louiqa raschid, maria-esther vidal",2004,sigmod record,53e9a1aeb7602d9702aa56f1
an optim algorithm for queri tree structur and it applic in bioinformat,"hsiao-fei liu, ya-hui chang, kun-mao chao",2004,sigmod record,53e9bdacb7602d9704a5afe4
xpath process in a nutshel,"georg gottlob, christoph koch, reinhard pichler",2003,sigmod record,53e9b316b7602d9703ddf961
inform director messag,alberto o. mendelzon,1998,sigmod record,53e99a98b7602d970230e15c
statement from the treasur,eric n. hanson,1999,sigmod record,53e99b16b7602d97023a96c2
logicba web inform extract,"georg gottlob, christoph koch",2004,sigmod record,53e9afb3b7602d9703a008d3
a secur hierarch model for sensor network,"malik ayed tubaishat, jian yin, biswajit panja, sanjay kumar madria",2004,sigmod record,53e9a88db7602d97031dd7b8
industri perspect,leonard j. seligman,1997,sigmod record,53e997bab7602d9701f9fff1
select inform dissemin in p2p network problem and solut,"manolis koubarakis, christos tryfonopoulos, stratos idreos, yannis drougas",2003,sigmod record,53e9a4a3b7602d9702dc281a
data manag research at the mitr corpor,"arnon rosenthal, leonard j. seligman, catherine d. mccollum, barbara t. blaustein, bhavani m. thuraisingham, edward lafferty",1995,sigmod record,53e99931b7602d970216cec0
actnet the activ databa manag system manifesto a ruleba of adbm featur,unamed,1996,sigmod record,53e9b91eb7602d97045093c1
contract in the day of ebusi,"wolfgang hümmer, wolfgang lehner, hartmut wedekind",2002,sigmod record,53e9a603b7602d9702f32f8e
a respon to r camp articl domain relat and religi war,c. j. date,1996,sigmod record,53e9a79eb7602d97030dd354
chair messag,richard t. snodgrass,2001,sigmod record,53e99809b7602d970201f8e7
chair messag,m. tamer özsu,2003,sigmod record,53e99809b7602d970201f928
review of the data wareh toolkit the complet guid to dimens model 2nd edit by ralph kimbal margi ross john wiley son inc 2002,alexander a. anisimov,2003,sigmod record,53e99d6bb7602d97026235a8
manag video data in a mobil environ,"rafael alonso, yuh-lin chang, liviu iftode, v. s. mani",1995,sigmod record,53e9a1edb7602d9702aee572
an optimi scheme for coalescevalid time select oper sequenc,costas vassilakis,2000,sigmod record,53e9be72b7602d9704b31b40
mine fuzzi associ rule in databa,"chan man kuok, ada wai-chee fu, man hon wong",1998,sigmod record,53e9a55cb7602d9702e80cc9
databa research at ut arlington,"sharma chakravarthy, y. alp aslandogan, ramez elmasri, leonidas fegaras, jung-hwan oh",2003,sigmod record,53e9abb2b7602d9703562b03
wrapper generat for semistructur internet sourc,"naveen ashish, craig a. knoblock",1997,sigmod record,53e9a09fb7602d97029891c2
guest editor introduct,karl aberer,2003,sigmod record,53e99aacb7602d9702325e77
on the cost of monitor and reorgan of object base for cluster,"carsten andreas gerlhof, alfons kemper, guido moerkotte",1996,sigmod record,53e9b0fbb7602d9703b764b7
automat composit wrapper generat for semistructur biolog data base on tabl structur identif,"liangyou chen, hasan m. jamil, nan wang 0002",2004,sigmod record,53e9b66cb7602d97041d02a6
cape continu queri engin with heterogeneousgrain adapt,"elke a. rundensteiner, luping ding, timothy m. sutherland, yali zhu, bradford pielech, nishant k. mehta",2004,vldb,53e9a2fab7602d9702c03daf
the rubicon of smart data,roger king,2002,vldb,53e9b5fab7602d970414bcc9
onlin scale in a high avail databa,"svein erik bratsberg, rune humborstad",2001,vldb,53e9a145b7602d9702a35ff5
a product specif databa for visual prototyp,"kazutoshi sumiya, kouichi yasutake, hirohiko tanaka, norio sanada, yoshihiko imai",1995,vldb,53e99de8b7602d97026a89f1
effici useradapt similar search in larg multimedia databa,"thomas seidl, hans-peter kriegel",1997,vldb,53e9bb0eb7602d9704746aa9
an effici costdriven index select tool for microsoft sql server,"surajit chaudhuri, vivek r. narasayya",1997,vldb,53e99967b7602d97021a75ab
near neighbor search in larg metric space,sergey brin,1995,vldb,53e9acfeb7602d97036ddaf2
the atr an index structur for highdimens space use relat approxim,"yasushi sakurai, masatoshi yoshikawa, shunsuke uemura, haruhiko kojima",2000,vldb,53e9b108b7602d9703b87088
design and implement of a geneticba algorithm for data mine,sunil choenni,2000,vldb,53e9a7cfb7602d9703110ef4
fast algorithm for maintain replica consist in lazi master replic databa,"esther pacitti, pascale minet, eric simon",1999,vldb,53e99fddb7602d97028b76cb
address techniqu use in databa object manag o2 and orion,"andré gamache, nadjiba sahraoui",1995,sigmod record,53e9a0fbb7602d97029e46ea
sampl larg databa for associ rule,hannu toivonen,1996,vldb,53e9b954b7602d970453d01f
construct and integr datacentr web applic method tool and techniqu,"stefano ceri, ioana manolescu",2003,vldb,53e99f63b7602d9702832e80
navig largesc semistructur data in busi portal,"mani abrol, neil latarche, uma mahadevan, jianchang mao, rajat mukherjee, prabhakar raghavan, michel tourn, john wang, grace zhang",2001,vldb,53e9bcfcb7602d970498408c
activ storag hierarchi databa system and applic socrat exegesi,"felipe cariño, william o'connell, john burgess, joel h. saltz",1999,vldb,53e9b2d7b7602d9703d88217
chameleon an exten and customiz tool for web data translat,"riccardo torlone, paolo atzeni",2003,vldb,53e9a89bb7602d97031e9380
